"x","Status"
705,"CT SCREEN SINUS (CORONAL) W"
706,"CT SCREEN SINUS (CORONAL) WO"
707,"CT SINUS (AXIAL & CORONAL) W"
708,"CT SINUS (AXIAL & CORONAL) WO"
709,"CT SINUS LANDMARX PROTOCOL WO"
710,"CT SINUSES PARANASAL W CONTRAST"
711,"CT SINUSES PARANASAL WO CONTRAST"
712,"CT SINUSES PARANASAL WWO CONT"
713,"CT SINUSITIS SCREEN"
714,"CT SPINE THOR & LUMB WO CONTRAST"
715,"CT SPINE TOTAL WO CONTRAST"
716,"CT TEMPBON BENIGN DISEASE WO"
717,"CT TEMPBONNEOPLSM/ ABSCESS W"
718,"CT THORACIC SPINE"
719,"CT THORACIC SPINE WO CONTRAST"
720,"CT TIBIA FIBULA BILAT W C"
721,"CT UPPER EXTREMITY LEFT W CONTRAST"
722,"CT UPPER EXTREMITY LEFT WO CONTRAST"
723,"CT UPPER EXTREMITY RIGHT W CONTRAST"
724,"CT UROGRAM ABDOMEN & PELVIS WWO CONT W/3D RECON"
725,"CT VIRTUAL COLONOSCOPY"
726,"CTA ABDOMEN AND PELVIS W/ CONTRAST"
727,"CTA CHEST PULMONARY EMBOLISM"
728,"CTA CORONARY W QUANT ANLY"
729,"CTA CORONARY WO QUANT ANLYI"
730,"CTA DISSECTION (CAP) W CONTRAST"
731,"CTA DUAL PHASE LIVER W PELVIS"
732,"CTA DUAL PHASE PANCREAS W PELVIS"
733,"CTA HEAD AND NECK WITH CONTRAST"
734,"CTA TAVR W CONTRAST"
735,"CTTHORACIC SPINE W CONTRAST"
736,"CULTURE FINAL RESULT"
737,"CULTURE RESULT"
738,"CULTURE RESULT , ROUTINE"
739,"CULTURE RESULT URINE"
740,"CULTURE RESULT, AER/ANAEROBIC"
741,"CULTURE RESULT, BLOOD"
742,"CULTURE RESULT, STOOL"
743,"CUSTOM DNA EXTRACTION"
744,"CYCLOSPORA"
745,"CYCLOSPORINE, WHOLE BLOOD"
746,"CYS-HCYS DISULFIDE PLASMA"
747,"CYSTATHIONINE, PLASMA"
748,"CYSTINE PLASMA"
749,"CYSTINE SIN QT PLASMA"
750,"CYTOMEGALOVIRUS (CMV) IGG, AB"
751,"D-DIMER (PE OR DIC)"
752,"D-DIMER, DIC"
753,"D-DIMER, QUANTITATIVE"
754,"DAT C3"
755,"DATE (GEST. AGE BASED ON)"
756,"DATE COLL1ST SPECIMEN"
757,"DATE COLLECTION, PAR"
758,"DATE OF REACTION"
759,"DATPOLY"
760,"DAYS (BASED ON)"
761,"DELTA 9 THC CONFIRM"
762,"DEOXYHEMOGLOBIN"
763,"DERMATOPATH(CONSULT)"
764,"DERMATOPATHOLOGY(WET MNT)"
765,"DESETHYAMIODARONE"
766,"DHEA-SULFATE, SERUM"
767,"DHEA, SERUM"
768,"DIASTOLIC BP - PEAK"
769,"DIFF COMMENTS"
770,"DIFF, BODY FLUID"
771,"DIFFERENTIAL, CSF"
772,"DIFFERENTIAL?"
773,"DIGOXIN"
774,"DIL COCCI CF 12"
775,"DIL COCCI CF 14"
776,"DIRECT BILI COMMENT"
777,"DIRECT BILIRUBIN"
778,"DISTANCE WALKED-METERS"
779,"DLCO % PRED"
780,"DLCO ADJ PRE"
781,"DLCO ADJ PRE (% REF)"
782,"DLCO MEASURED"
783,"DLCO PRE"
784,"DLCO PRE (% REF)"
785,"DLCO/VA % PRED"
786,"DLCO/VA ADJ PRE"
787,"DLCO/VA ADJ PRE (% REF)"
788,"DLCO/VA MEASURED"
789,"DLCO/VA PRE"
790,"DLCO/VA PRE (% REF)"
791,"DNA REPORT"
792,"DNA STORAGE"
793,"DOHLE BODIES"
794,"DONOR #"
795,"DOPAMINE"
796,"DOPAMINE, UR-PER VOL"
797,"DOPAMINE, URINE"
798,"DOPAMINE/CREATININE RATIO"
799,"DOPPLER LOWER EXTREMITY BILAT"
800,"DOPPLER UPPER EXTREMITY UNILAT"
801,"DOPPLER, DUPLEX CAROTID EXAM"
802,"DOWN SYNDROME AGE RELATED RISK"
803,"DOWN'S AVE. RISK FOR MAT. AGE"
804,"DOWN'S RISK ASSESSMENT"
805,"DOXEPIN"
806,"DOXEPIN + NORDOXEPIN, TOTAL"
807,"DRAW TIME/DOSE DETAILS"
808,"DS FAMILY HISTORY"
809,"DUSTMITES DF/DP MIX IGE"
810,"DVV 50/50 MIX"
811,"DVV CONFIRM"
812,"DVV TEST"
813,"E. COLI SHIGATOXIN 1"
814,"E. COLI SHIGATOXIN 2"
815,"EBV NA IGG INDEX"
816,"EBV PCR QUANT RESULT"
817,"EBV PCR QUANT SPECIMEN"
818,"EBV QUANT COPY/ML"
819,"EBV QUANT INTERPRETATION"
820,"ECG IMPRESSION"
821,"ECHOGRAM, NECK"
822,"ECHOGRAM, PELVIC MASS EXAM"
823,"ECHOGRAM, PREG FETAL AGE ANOML"
824,"ECHOGRAM, PREG FETAL AGE ROUT."
825,"ECHOGRAM, RENAL TRANSPLANT"
826,"ED BG POC BE"
827,"ED BG POC HCO3"
828,"ED BG POC PCO2"
829,"ED BG POC PH"
830,"ED BG POC PO2"
831,"ED BG POC SO2"
832,"ED BG POC TCO2"
833,"ED BG POC TEMP"
834,"ED LACTATE POC"
835,"EDIEPID"
836,"EER HCV QNT BY PCR"
837,"EGFR AFRICAN- AMERICAN"
838,"EGFR MUTATION ANALYSIS(18-21), NO HRM"
839,"EGFR NON AFRICAN-AMERICAN"
840,"EJECTION FRACTION (%)"
841,"EJECTION FRACTION RANGE MEAN VALUE"
842,"EKG DIAGNOSIS"
843,"ELBOW 2 VIEWS LEFT"
844,"ELBOW 2 VIEWS RIGHT"
845,"ELBOW 3 VIEWS RIGHT"
846,"ELBOW, 2 VIEWS"
847,"EMBOLIZ INTRACRAN OR SPINAL"
848,"EMBOLIZATION NON-NEURO"
849,"END TIDAL CO2 (PEAK PETCO2) - AT"
850,"END TIDAL CO2 (PEAK PETCO2) - PEAK"
851,"END TIDAL CO2 (PEAK PETCO2) - REST"
852,"END TIDAL O2 (PEAK PETO2) - AT"
853,"END TIDAL O2 (PEAK PETO2) - PEAK"
854,"END TIDAL O2 (PEAK PETO2) - REST"
855,"ENDOMYSIAL AB IGA TITER"
856,"ENTEROVIRUS BY PCR, CSF"
857,"EOS #"
858,"EOS %"
859,"EOSINOPHIL #"
860,"EOSINOPHIL %"
861,"EOSINOPHIL%, MANUAL"
862,"EOSINOPHILS % (SYN FL)"
863,"EOSINOPHILS %(BF)"
864,"EOSINOPHILS %(CSF)"
865,"EOSINOPHILS, URINE"
866,"EPINEPHRINE"
867,"EPINEPHRINE, UR-PER VOL"
868,"EPINEPHRINE, URINE"
869,"EPINEPHRINE/CREATININE RATIO"
870,"EPITHELIAL CELLS"
871,"EPSTEIN BARR VIRUS AB VCA IGG"
872,"EPSTEIN-BARR VIRUS BY PCR"
873,"ERCP"
874,"ERCP BILIARY & PANCREATC DUCT"
875,"ERCP BILLARY DUCT ONLY"
876,"ERTAPENEM"
877,"ERV PRE"
878,"ERV PRE (% REF)"
879,"ERYTHROPOIETIN, SERUM"
880,"ESOPHAGRAM W VIDEO"
881,"ESOPHAGUS"
882,"ESOPHAGUS W/BARIUM/FOOD/PHONAT"
883,"ESOPHAGUS, W/BARIUM"
884,"ESR (SED RATE)"
885,"EST GFR IF AFR-AM"
886,"EST GFR NOT AFR-AM"
887,"ESTIMATED AVERAGE GLUCOSE"
888,"ESTIMATED GFR"
889,"ESTRADIOL, SERUM"
890,"ESTRONE, SERUM"
891,"ETHAMBUTOL LEVEL - 2 HOUR POST DOSE"
892,"ETHANOL (ALCOHOL)"
893,"ETHANOL(ALCOHOL) CONFIRM, UR"
894,"ETHANOL(ALCOHOL) SCR, UR"
895,"ETHANOLAMINE PLASMA"
896,"ETHYL GLUCURONIDE"
897,"ETHYL GLUCURONIDE, URINE"
898,"ETHYL SULFATE"
899,"EUGLOBULIN CLOT LYSIS"
900,"EVEROLIMUS LEVEL"
901,"EXER SAT"
902,"EXPIRATION DATE"
903,"EXTENDED DIFFERENTIAL"
904,"EYE DETEC FB BI"
905,"FA STAIN"
906,"FACIAL BONES 1 VIEW"
907,"FACTOR II ACTIVITY"
908,"FACTOR IX ACTIVITY"
909,"FACTOR IX INHIBITOR"
910,"FACTOR V ACTIVITY COMMENT"
911,"FACTOR V LEIDEN"
912,"FACTOR VIII ACTIVITY, PLASMA"
913,"FACTOR VIII COAGULANT COMMENT"
914,"FACTOR X ACTIVITY"
915,"FACTOR X ACTIVITY COMMENT"
916,"FACTOR X, CHROMOGENIC"
917,"FACTOR XI ACTIVITY"
918,"FACTOR XII ACTIVITY"
919,"FACTOR XII COMMENT"
920,"FASTING 8 HOURS OR MORE?"
921,"FASTING GLUCOSE"
922,"FASTING?"
923,"FECAL FAT"
924,"FECAL WBC"
925,"FEET 2 VIEWS BILATERAL"
926,"FEET 3 VIEWS BILATERAL"
927,"FEF (25-75)"
928,"FEF (25-75) % PRED"
929,"FEF (25-75) POST BD'S MEASURD"
930,"FEF(25-75) POST BD'S % PRED"
931,"FEF25-75% POST"
932,"FEF25-75% POST (% REF)"
933,"FEF25-75% PRE"
934,"FEF25-75% PRE (% REF)"
935,"FEMUR 2 VIEWS BILATERAL"
936,"FEMUR 2 VIEWS LEFT"
937,"FEMUR 2 VIEWS RIGHT"
938,"FEMUR, 1 VIEW"
939,"FEMUR, 2 VIEWS"
940,"FEMUR, 2 VIEWS, PORTABLE"
941,"FEMUR, 4 VIEWS"
942,"FERRITIN"
943,"FEV1 % PRED"
944,"FEV1 BD'S % CHANGE"
945,"FEV1 MEASURED"
946,"FEV1 POST"
947,"FEV1 POST (% REF)"
948,"FEV1 POST BD'S % PRED"
949,"FEV1 POST BD'S MEASURED"
950,"FEV1 PRE"
951,"FEV1 PRE (% REF)"
952,"FEV1/FVC MEASURED"
953,"FEV1/FVC POST"
954,"FEV1/FVC POST (% REF)"
955,"FEV1/FVC POST BD'S MEASURD"
956,"FEV1/FVC PRE"
957,"FEV1/FVC PRE (% REF)"
958,"FIBRINOGEN ANTIGEN"
959,"FIBRINOGEN LEVEL"
960,"FIF50% POST"
961,"FIF50% POST (% REF)"
962,"FIF50% PRE"
963,"FIF50% PRE (% REF)"
964,"FINAL SIGNATURE"
965,"FINAL SIGNATURE (BK)"
966,"FINAL SIGNATURE DNA"
967,"FINGER 2 VIEWS RIGHT"
968,"FINGER 3 VIEWS LEFT"
969,"FINGER 3 VIEWS RIGHT"
970,"FIO2 ART, POC"
971,"FIO2 VENOUS, POC"
972,"FIO2, ARTERIAL"
973,"FIO2, CAPILLARY"
974,"FIO2, VENOUS"
975,"FISTULOGRAM, DIALYSIS"
976,"FLOW LYMPH PERCENT"
977,"FLU A"
978,"FLU B"
979,"FLUCONAZOLE MIC"
980,"FLUOROSCOPY <=1 HOUR"
981,"FLUOROSCOPY > 1 HOUR"
982,"FLUOROSCOPY, INDEPENDENT PORT."
983,"FOLATE, RBC, WHOLE BLOOD"
984,"FOLATE, SERUM"
985,"FOOT 1 VIEW LEFT"
986,"FOOT 1 VIEW RIGHT"
987,"FOOT 1 VW BILATERAL"
988,"FOOT 2 VIEWS LEFT"
989,"FOOT 2 VIEWS RIGHT"
990,"FOOT 3 VIEWS LEFT"
991,"FOOT 3 VIEWS RIGHT"
992,"FOOT, 2 VIEWS"
993,"FOOT, 3 VIEWS"
994,"FOOTER FOR DNA"
995,"FOOTER FOR DNA (EBV)"
996,"FOREARM 2 VIEWS LEFT"
997,"FOREARM 2 VIEWS RIGHT"
998,"FOREARM, 2 VIEWS"
999,"FOREARM, 2 VIEWS, PORTABLE"
1000,"FORM SIGNED BY"
1001,"FOUNDATION MEDICINE TESTING"
1002,"FRC % PRED"
1003,"FRC MEASURED"
1004,"FRC PL PRE"
1005,"FRC PL PRE (% REF)"
1006,"FREE CARNITINE"
1007,"FREE PHENYTOIN CONC"
1008,"FREE T3"
1009,"FREE T4"
1010,"FRUCTOSAMINE"
1011,"FSH, SERUM"
1012,"FUNGUS SMEAR"
1013,"FVC % PRED"
1014,"FVC MEASURED"
1015,"FVC POST"
1016,"FVC POST (% REF)"
1017,"FVC POST BD'S % PRED"
1018,"FVC POST BD'S MEASURED"
1019,"FVC PRE"
1020,"FVC PRE (% REF)"
1021,"G-AMINOBUTYRIC ACID PLAS"
1022,"G-AMINOBUTYRIC ACID PLASMA"
1023,"GA INJ 72 HRS PRIOR TO IMAGE"
1024,"GABAPENTIN"
1025,"GAMMA %, SPEP"
1026,"GAMMA %, URINE - UPEP"
1027,"GAMMA TOCOPHEROL(VIT E)"
1028,"GAMMA, SERUM - SPEP"
1029,"GAMMA, URINE - UPEP"
1030,"GARDNERELLA VAGINALIS DNA PROBE"
1031,"GASTRIN RELEASING POLYPEPTIDE"
1032,"GASTRIN, PLASMA"
1033,"GASTRIN, SERUM"
1034,"GASTROSTOMY TUBE EXCHANGE"
1035,"GASTROSTOMY TUBE PLACE, FLUORO"
1036,"GC/CHLAM PROBE"
1037,"GENETRAILS AML/MDS GENE MUTATION PANEL, BM"
1038,"GENETRAILS NSCLC PANEL"
1039,"GENETRAILS SOLID TUMOR PANEL"
1040,"GENOTYPE"
1041,"GENTAMICIN, PEAK"
1042,"GENTAMICIN, RANDOM"
1043,"GENTAMICIN, TROUGH"
1044,"GENTAMYCIN (TOX)"
1045,"GEST. AGE BASED ON"
1046,"GESTATIONAL AGE/DRAW, WEEKS"
1047,"GFR BLOOD CLEARANCE POST IMAGE"
1048,"GGT"
1049,"GIANT PLT"
1050,"GIARDIA EIA"
1051,"GLIADIN PEPTIDE AB, IGA"
1052,"GLIADIN PEPTIDE AB, IGG"
1053,"GLOBULIN"
1054,"GLOBULIN LEVEL"
1055,"GLOMERULAR BASEMENT IGG AB"
1056,"GLUCOSE"
1057,"GLUCOSE CHECK"
1058,"GLUCOSE LOAD"
1059,"GLUCOSE, BODY FLUID"
1060,"GLUCOSE, CSF"
1061,"GLUCOSE, PLASMA"
1062,"GLUCOSE, POC"
1063,"GLUCOSE, SERUM"
1064,"GLUCOSE, UA"
1065,"GLUCOSE, URINE"
1066,"GLUCOSE, WHL BLD"
1067,"GLUCOSE(UR)"
1068,"GLUTAMIC ACID DECARBOXYLASE AB"
1069,"GLUTAMIC ACID SIN QT PLASMA"
1070,"GLUTAMIC ACID, PLAS"
1071,"GLUTAMINE PLASMA"
1072,"GLUTAMINE SIN QT PLASMA"
1073,"GLYCINE PLASMA"
1074,"GLYCINE SIN QT PLASMA"
1075,"GONOCOCCUS PROBE"
1076,"GRAM SMEAR"
1077,"GRAN #"
1078,"GRAN %"
1079,"GRANULAR CASTS (UR)"
1080,"GRANULOCYTE - PNH"
1081,"GRASS MIX IGE"
1082,"GROSHONG CATHERTER PLACEMENT"
1083,"GROUP A STREP SCREEN"
1084,"GROUP B DNA , PCR"
1085,"GROWTH HORMONE"
1086,"GTFUSION"
1087,"GYN CYTOLOGY"
1088,"H. PYLORI AG, FECAL EIA"
1089,"H. PYLORI IGA"
1090,"H. PYLORI IGG"
1091,"H. PYLORI IGM"
1092,"H1N1 2009 SWINE SUBTYPE"
1093,"H3N2 SUBTYPE"
1094,"HAND 1 VIEWS BILATERAL"
1095,"HAND 2 VIEWS BILATERAL"
1096,"HAND 2 VIEWS LEFT"
1097,"HAND 2 VIEWS RIGHT"
1098,"HAND 3 VIEWS"
1099,"HAND 3 VIEWS BILATERAL"
1100,"HAND 3 VIEWS LEFT"
1101,"HAND 3 VIEWS RIGHT"
1102,"HAND, 1 VIEW"
1103,"HAPTOGLOBIN SERUM"
1104,"HBV DNA QUANT INTERP"
1105,"HBV DNA QUANT PCR"
1106,"HCG BETA, PLASMA"
1107,"HCG QUANT SERUM"
1108,"HCG, M. O. M."
1109,"HCO3 ARTERIAL POC CCL INTRAPROC"
1110,"HCO3 ARTERIAL, POC"
1111,"HCO3 VENOUS, POC"
1112,"HCO3, ARTERIAL"
1113,"HCO3, CAPILLARY"
1114,"HCO3, MIXED"
1115,"HCO3, VENOUS"
1116,"HCT"
1117,"HCV RNA, Q PCR"
1118,"HDL CHOLESTEROL"
1119,"HDL COMMENT"
1120,"HDL PARTICLE NUMBER"
1121,"HDL SIZE"
1122,"HDL, CHOLESTEROL - LIPID LAB"
1123,"HEART RATE (BPM) % REF"
1124,"HEART RATE (BPM) BASE"
1125,"HEART RATE RESERVE - PEAK"
1126,"HEART RATE RESERVE - REST"
1127,"HEEL 2 VIEWS LEFT"
1128,"HEEL 2 VIEWS RIGHT"
1129,"HEMATOCRIT"
1130,"HEMATOCRIT, BODY FLUID"
1131,"HEMATOCRIT, CAPILLARY"
1132,"HEMATOCRIT, POC"
1133,"HEMATOPATHOLOGY"
1134,"HEMOCHROMATOSIS(C282Y)"
1135,"HEMOGLOBIN"
1136,"HEMOGLOBIN A"
1137,"HEMOGLOBIN A1C"
1138,"HEMOGLOBIN F"
1139,"HEMOGLOBIN SERUM"
1140,"HEMOGLOBIN, POC"
1141,"HEP B CORE AB"
1142,"HEP B DNA QUANT IU"
1143,"HEP B SURFACE AB QUAL, SERUM"
1144,"HEP B SURFACE AB, QUANT"
1145,"HEP B SURFACE AG, OHSU"
1146,"HEP C CONFIRM REFLEX PCR LOG IU"
1147,"HEP C CONFIRMATION REFLEX PCR IU"
1148,"HEP C GENOTYPE"
1149,"HEP C GT FINAL SIGNATURE"
1150,"HEP C QUALITATIVE"
1151,"HEP C QUANTITATIVE"
1152,"HEPARIN INDUCED PLATELET, AB."
1153,"HEPARIN PLT AB LUMI AGG"
1154,"HEPARIN, ENOXAPARIN LMW"
1155,"HEPARIN, STD LMW"
1156,"HEPARIN, UNFRACTIONATED"
1157,"HEPATITIS A AB TOTAL"
1158,"HEPATITIS A AB-IGM, SERUM"
1159,"HEPATITIS B AB QUANT"
1160,"HEPATITIS B CORE AB TOTAL"
1161,"HEPATITIS B CORE AB, OHSU"
1162,"HEPATITIS B CORE AB, SERUM"
1163,"HEPATITIS B CORE IGM AB"
1164,"HEPATITIS B E AB"
1165,"HEPATITIS B SURF AG"
1166,"HEPATITIS C AB"
1167,"HEPATITIS C AB INDEX"
1168,"HEPATITIS C AB, OHSU"
1169,"HEPATITIS C QUANTITATIVE"
1170,"HEPATITIS C RNA"
1171,"HER2NEU BY FISH"
1172,"HERPES FINAL"
1173,"HERPES SIMPLEX VIRUS BY PCR"
1174,"HEXAGONAL APTT"
1175,"HGB"
1176,"HHV6 LOG"
1177,"HHV6 PCR QUANT"
1178,"HHV6 TYPE"
1179,"HIA INTERPRETATION"
1180,"HIP 1 VIEW AP L"
1181,"HIP 1 VIEW RIGHT"
1182,"HIP 2 VIEWS LEFT"
1183,"HIP 2 VIEWS RIGHT"
1184,"HIP, 1 VIEW"
1185,"HIP, 2 VIEWS"
1186,"HIPS 2 VIEWS BILATERAL"
1187,"HIPS BILAT 2 VIEWS W AP PELV"
1188,"HISTIDINE PLASMA"
1189,"HISTIDINE SIN QT PLASMA"
1190,"HISTOPLASMA ANTIGEN DETECTION, URINE"
1191,"HISTOPLASMA MYCELIAL"
1192,"HISTOPLASMA YEAST"
1193,"HIV QUANT INTERPRETATION"
1194,"HIV QUANT SPECIMEN TYPE"
1195,"HIV QUANTITATIVE PCR"
1196,"HIV RAPID TEST"
1197,"HIV ULTRA QUANT"
1198,"HIV-1 GENOTYPE"
1199,"HIV-1, 2 AB/HIV-1 P24 AG SCREEN"
1200,"HIV-1/HIV2 AB SCREEN"
1201,"HLA-A, B SINGLE AG"
1202,"HOLTER CLARIFICATION"
1203,"HOLTER CONCLUSION"
1204,"HOLTER INTERP"
1205,"HOMOCYSTEINE, PLASMA, TOTAL"
1206,"HOMOCYSTINE PLASMA"
1207,"HOWELL JOLLY BODIES"
1208,"HPV COMPLETE"
1209,"HPV DNA PROBE, HIGH RISK"
1210,"HPV GENOTYPE"
1211,"HSV 1 IGG"
1212,"HSV 1/2 IGG AB"
1213,"HSV 1/2 IGM AB"
1214,"HSV 2 IGG"
1215,"HSV-1 QUAL PCR, SWAB"
1216,"HSV-2 QUAL PCR, SWAB"
1217,"HUMAN HERPES VIRUS-6 IGG AB"
1218,"HUMERUS 1 VIEW LEFT"
1219,"HUMERUS 2 VIEWS LEFT"
1220,"HUMERUS 2 VIEWS RIGHT"
1221,"HUMERUS, 2 VIEWS"
1222,"HVA"
1223,"HVA (MG/GCR)"
1224,"HYALINE CASTS (UR)"
1225,"HYDROCODONE UR, CONFIRM"
1226,"HYDRODYNAMIC VCUG"
1227,"HYDROGEN ION CONCENTRATION"
1228,"HYDROMORPHONE UR, CONFRIM"
1229,"HYDROXYPROLINE PLASMA"
1230,"HYPERSEGMENTED POLYS"
1231,"HYPHAE"
1232,"HYPOCHROMIA"
1233,"I131 DOSE THYROID CA SURVEY"
1234,"IBC UNSATURATED"
1235,"IC PRE"
1236,"IC PRE (% REF)"
1237,"ICA, CORRECTED TO PH 7.4"
1238,"ICTOTEST"
1239,"IDH1 & IDH2 MUTATION ANALYSIS"
1240,"IEP INTERP"
1241,"IGA, SERUM"
1242,"IGE REF RANGE"
1243,"IGE SINGLE ANTIGEN, SERUM"
1244,"IGE SPECIFIC AG 1"
1245,"IGE SPECIFIC AG 2"
1246,"IGE SPECIFIC AG 3"
1247,"IGE SPECIFIC AG 6"
1248,"IGE TOTAL, SERUM"
1249,"IGF-1, SERUM"
1250,"IGF-1, SERUM SENDOUT"
1251,"IGG, CSF"
1252,"IGG, SERUM"
1253,"IGG/IGM ISOAGGLUTININ TITER"
1254,"IGG1 SUBCLASS"
1255,"IGG2 SUBCLASS"
1256,"IGG3 SUBCLASS"
1257,"IGG4 SUBCLASS"
1258,"IGM, SERUM"
1259,"IL28B GENOTYPING, WB"
1260,"IMMATURE GRANULOCYTE#"
1261,"IMMATURE GRANULOCYTE%"
1262,"IMMATURE PLATELET FRACTION"
1263,"IMMUNE HISTORY (HIV)"
1264,"IMMUNOFIXATION, SERUM"
1265,"IMMUNOFIXATION, URINE"
1266,"INDIRECT BILIRUBIN"
1267,"INFLUENZA A H1-2009 PCR"
1268,"INFLUENZA A H3 PCR"
1269,"INFLUENZA A PCR"
1270,"INFLUENZA A SUBTYPE H1 PCR"
1271,"INFLUENZA A SUBTYPE H1PCR"
1272,"INFLUENZA A SUBTYPE H3 PCR"
1273,"INFLUENZA B PCR"
1274,"INFUSION FOR THROMBOLYSIS"
1275,"INHERITED CANCER PANEL"
1276,"INJ HIP ARTHRO WO ANESTHESIA"
1277,"INJ MYELOGRAPHY FOR C1 OR C2"
1278,"INJ MYELOGRAPHY NON C1 OR C2"
1279,"INJ PROC VISUAL ILEAL CONDUIT"
1280,"INJECTION DRAW INDIUM WBC"
1281,"INJECTION FOR BONE IMAGING"
1282,"INR"
1283,"INSULIN"
1284,"INSULIN ANTIBODIES"
1285,"INSULIN DEP. DIABETES"
1286,"INTENSITY"
1287,"INTERNAL QC RESULT 1"
1288,"INTERNAL QC RESULT 2"
1289,"INTERNAL QC RESULT 3"
1290,"INTERP - CARNITINE PLASMA"
1291,"INTERP AMINO ACID CSF"
1292,"INTERP HEP C GENOTYPE"
1293,"INTERP ORGANIC ACID UR"
1294,"INTERP, AMINO ACID PLAS"
1295,"INTERP/COMMENTS"
1296,"INTERPRET DNA"
1297,"INTERPRETATION"
1298,"INTERPRETATION - ASP"
1299,"INTERPRETATION - HHV6 QUANT"
1300,"INTERPRETATION - REFERRAL TEST"
1301,"INTERPRETATION (BK)"
1302,"INTERPRETATION (EBV)"
1303,"INTERPRETATION (LUPI)"
1304,"INTERPRETATION (VIT A)"
1305,"INTERPRETATION COCCI ABS"
1306,"INTERPRETIVE COMMENTS"
1307,"INTESTINAL CATH PLACE"
1308,"INTRODUCTION"
1309,"INTRODUCTION (BK)"
1310,"INTRODUCTION FOR DNA"
1311,"INVALID"
1312,"IODINE CONCENTRATION"
1313,"IODINE, URINE"
1314,"IODINE, URINE, RANDOM"
1315,"ION CALCIUM, WHOLE BLOOD"
1316,"IONIZED CALCIUM, POC"
1317,"IRON SAT"
1318,"IRON SERUM"
1319,"IRON TOTAL, URINE"
1320,"IRON, SERUM"
1321,"ISOLEUCINE SIN QT PLASMA"
1322,"ISOLEUCINE, PLASMA"
1323,"ISOSPORA"
1324,"ISTAT SAMPLE TYPE"
1325,"ITRACONAZOLE MIC"
1326,"IVC FILTER PLACEMENT"
1327,"IVERT VERTEBROPLASTY"
1328,"IVP W OR WO KUB W OR WO TOMO"
1329,"IVP, WITH TOMOGRAPHY"
1330,"JAK2 V617F MUTATION, BLOOD"
1331,"JO-1 AB"
1332,"KAPPA LIGHT CHAIN, SER"
1333,"KAPPA/LAMBDA RATIO"
1334,"KETONE BODIES, PLASMA"
1335,"KETONE BODIES, URINE"
1336,"KETONES (UR)"
1337,"KETONES, UA"
1338,"KETONES, URINE"
1339,"KIWI IGE"
1340,"KNEE 1 VIEWS BILATERAL"
1341,"KNEE 1 VIEWS LEFT"
1342,"KNEE 2 VIEWS BILATERAL"
1343,"KNEE 2 VIEWS LEFT"
1344,"KNEE 2 VIEWS RIGHT"
1345,"KNEE 3 VIEWS BILATERAL"
1346,"KNEE 3 VIEWS LEFT"
1347,"KNEE 3 VIEWS RIGHT"
1348,"KNEE 4 VIEWS BILATERAL"
1349,"KNEE 4 VIEWS LEFT"
1350,"KNEE 4 VIEWS RIGHT"
1351,"KNEE, 1 VIEW"
1352,"KNEE, 2 VIEWS"
1353,"KNEE, 2 VIEWS, PORTABLE"
1354,"KNEE, 3 VIEWS"
1355,"KNEE, 4 VIEWS"
1356,"KOH"
1357,"KPA"
1358,"KRAS MUTATION ANALYSIS (EXONS 1, 2)"
1359,"KT/V"
1360,"L/S RATIO"
1361,"LA DIM. (CM)"
1362,"LAAB"
1363,"LABEL ONLY"
1364,"LABEL ONLY - REF LAB"
1365,"LACOSAMIDE"
1366,"LACOSAMIDE, SERUM"
1367,"LACTATE"
1368,"LACTATE, ARTERIAL"
1369,"LACTATE, POC ABL"
1370,"LACTATE, VENOUS"
1371,"LACTIC ACID, PLASMA"
1372,"LAMBDA LIGHT CHAIN, SER"
1373,"LAMOTRIGINE (LAMICTAL)"
1374,"LARGE HDL PARTICLE NUMBER"
1375,"LARGE VLDL PARTICLE NUMBER"
1376,"LAST DOSE"
1377,"LAST DOSE DATE"
1378,"LAST DOSE KNOWN"
1379,"LAST DOSE TIME"
1380,"LATEX IGE"
1381,"LD COMMENT"
1382,"LD TOTAL, PLASMA"
1383,"LDH (TOTAL)"
1384,"LDH TOTAL"
1385,"LDH, BODY FLUID"
1386,"LDH, CSF"
1387,"LDH, POC"
1388,"LDL"
1389,"LDL CHOLESTEROL"
1390,"LDL DIRECT"
1391,"LDL PARTICLE NUMBER BY NMR"
1392,"LDL PARTICLE SIZE"
1393,"LDL SIZE"
1394,"LDL, CHOLESTEROL - LIPID LAB"
1395,"LEAD, BLOOD"
1396,"LEAD, UR (UG/D)"
1397,"LEAD, UR (UG/L)"
1398,"LEAD, URINE UG/GCRT"
1399,"LEFLUNOMIDE AS METABOLITE, SERUM"
1400,"LEFLUONOMIDE AS METABOLITE"
1401,"LEGIONELLA AG"
1402,"LEGIONELLA PCR"
1403,"LEGIONELLA PNEUMOPHILA BY PCR"
1404,"LEGIONELLA PNEUMOPHILA DFA"
1405,"LEGIONELLA SPECIES BY QUALITATIVE PCR"
1406,"LENSES"
1407,"LEUCINE SIN QT PLASMA"
1408,"LEUCINE, PLASMA"
1409,"LEUK ALK PHOSPHATASE STAIN"
1410,"LEUKOCYTE ESTERASE (UR)"
1411,"LEUKOCYTES, URINE"
1412,"LEVETIRACETAM (KEPPRA)"
1413,"LINK TO MUSE WEB"
1414,"LIPASE"
1415,"LIPASE BODY FLUID"
1416,"LIPOPROFILE BY NMR EER"
