"X","Status"
490,"OHSU IP R VENT ALARM VE LOW"
491,"OHSU IP R VENT ALARM VT HIGH"
492,"OHSU IP R VENT ALARM VT LOW"
493,"OHSU IP R VENT APENA SET RATE"
494,"OHSU IP R VENT BIAS FLOW"
495,"OHSU IP R VENT CSTAT"
496,"OHSU IP R VENT CSTAT/KG"
497,"OHSU IP R VENT CYCLE %"
498,"OHSU IP R VENT EPAP"
499,"OHSU IP R VENT ET CUFF PRESSURE"
500,"OHSU IP R VENT FIO2"
501,"OHSU IP R VENT FLOW"
502,"OHSU IP R VENT FLOW CYCLE"
503,"OHSU IP R VENT I TIME"
504,"OHSU IP R VENT INSPIRATORY TIME"
505,"OHSU IP R VENT IPAP"
506,"OHSU IP R VENT P TRIG"
507,"OHSU IP R VENT PBW"
508,"OHSU IP R VENT PC SET"
509,"OHSU IP R VENT PEEP"
510,"OHSU IP R VENT PK FLOW"
511,"OHSU IP R VENT PRESS SUPP SET"
512,"OHSU IP R VENT PRESSURE HIGH"
513,"OHSU IP R VENT PRESSURE LOW"
514,"OHSU IP R VENT PSV RISE"
515,"OHSU IP R VENT PSV TMAX"
516,"OHSU IP R VENT RESP RATE (SET)"
517,"OHSU IP R VENT RESP RATE TOTAL"
518,"OHSU IP R VENT TIDAL VOLUME"
519,"OHSU IP R VENT TIME HIGH"
520,"OHSU IP R VENT TIME LOW"
521,"OHSU IP R VENT TSYNC % HIGH"
522,"OHSU IP R VENT TSYNCH % LOW"
523,"OHSU IP R VENT VE"
524,"OHSU IP R VENTRICULAR CAPTURE THRESHOLD MA V2"
525,"OHSU IP R VENTRICULAR SENSITIVITY SENSITIVITY MV V2"
526,"OHSU IP R WOUND DRAIN OUTPUT V2"
527,"OHSU IP R WOUND IRRIGATION INPUT V2"
528,"OHSU IP R Y CHEST TUBE CT 1 OUTPUT V2"
529,"OHSU IP R Y CHEST TUBE CT 2 OUTPUT V2"
530,"OHSU IP R Y CHEST TUBE CT 3 OUTPUT V2"
531,"OHSU IP R Y CHEST TUBE SIZE 3"
532,"OHSU IP VITALS ALERT FORMULA"
533,"OHSU OP R RBC TRANSFUSION RATE"
534,"OHSU R ANE AIR FLOW RATE"
535,"OHSU R ANE AVANCE AIR FLOW RATE"
536,"OHSU R ANE AVANCE N2O FLOW RATE"
537,"OHSU R ANE AVANCE O2 FLOW RATE"
538,"OHSU R ANE AVANCE PRIMARY ET"
539,"OHSU R ANE AVANCE PRIMARY INSP"
540,"OHSU R ANE AWRR"
541,"OHSU R ANE BIS"
542,"OHSU R ANE BLOOD TEMP"
543,"OHSU R ANE CARDIAC INDEX"
544,"OHSU R ANE CARDIAC OUTPUT"
545,"OHSU R ANE CELL SAVER VOLUME"
546,"OHSU R ANE CIRCUIT O2"
547,"OHSU R ANE CORE TEMP"
548,"OHSU R ANE CVP MEAN"
549,"OHSU R ANE ECG LEAD AVF"
550,"OHSU R ANE ECG LEAD AVL"
551,"OHSU R ANE ECG LEAD AVR"
552,"OHSU R ANE ESOPHAGEAL TEMP"
553,"OHSU R ANE ET DESFLURANE W/OUT %"
554,"OHSU R ANE ET ISOFLURANE W/OUT %"
555,"OHSU R ANE ET SEVOFLURANE W/OUT %"
556,"OHSU R ANE ETN2O"
557,"OHSU R ANE ETNO2"
558,"OHSU R ANE ETO2 W/OUT 1/100"
559,"OHSU R ANE EXP MINUTE VOL W/OUT %"
560,"OHSU R ANE EXPIRED TIDAL VOLUME"
561,"OHSU R ANE FIO2 W/OUT 1/100"
562,"OHSU R ANE INSP DESFLURANE W/OUT %"
563,"OHSU R ANE INSP ISOFLURANE W/OUT %"
564,"OHSU R ANE INSP NO2"
565,"OHSU R ANE INSP SEVOFLURANE W/OUT %"
566,"OHSU R ANE INSPIRATORY PAUSE SETTING"
567,"OHSU R ANE LEFT  PULSE PLETHYSMOGRAPH"
568,"OHSU R ANE MAXIMUM POSITIVE AIRWAY PRESSURE"
569,"OHSU R ANE N2O FLOW RATE"
570,"OHSU R ANE NASO TEMP"
571,"OHSU R ANE O2 FLOW RATE"
572,"OHSU R ANE PATIENT TEMPERATURE"
573,"OHSU R ANE PEEP"
574,"OHSU R ANE PLASMA UNITS"
575,"OHSU R ANE PLASMA VOLUME"
576,"OHSU R ANE PLATLET UNITS"
577,"OHSU R ANE PMEAN PAW"
578,"OHSU R ANE POC ABG BE"
579,"OHSU R ANE POC ABG ELECTROLYTE GLU"
580,"OHSU R ANE POC ABG ELECTROLYTE HGB"
581,"OHSU R ANE POC ABG ELECTROLYTE ICA"
582,"OHSU R ANE POC ABG ELECTROLYTE K"
583,"OHSU R ANE POC ABG ELECTROLYTE NA"
584,"OHSU R ANE POC ABG PH"
585,"OHSU R ANE PPV"
586,"OHSU R ANE PRBC UNITS"
587,"OHSU R ANE PRBC VOLUME"
588,"OHSU R ANE PULSE PLETHYSMOGRAPH"
589,"OHSU R ANE RESPIRATORY RATE FREQ/MIN"
590,"OHSU R ANE RESPIRATORY RATE SETTING"
591,"OHSU R ANE SKIN TEMP"
592,"OHSU R ANE SPO2 LEFT"
593,"OHSU R ANE SQI"
594,"OHSU R ANE ST LEVEL 1"
595,"OHSU R ANE ST LEVEL 2"
596,"OHSU R ANE ST LEVEL 3"
597,"OHSU R ANE SVO2"
598,"OHSU R ANE TIDAL VOLUME"
599,"OHSU R ANE VENTILATOR E OF I:E (SEC)"
600,"OHSU R AVANCE PRIMARY AGENT NUMBER"
601,"OHSU R ED COM PTA AGE"
602,"OHSU R ED TRAUMA BAND NUMBER"
603,"OHSU R ED VITALS REASSESSMENT ALERT RETRIGGER"
604,"OHSU R FENTANYL VOLUME (ML) INCREMENTAL DOSE"
605,"OHSU R HYDROMORPHONE INCREMENTAL DOSE VOLUME (ML)"
606,"ORAL INTAKE"
607,"OTHER INTAKE"
608,"OTHER OUTPUT"
609,"PEAK FLOW"
610,"PHQ TOTAL SCORE"
611,"POOR APPETITE OR OVEREATING"
612,"PT - GAIT SKILLS - GAIT DISTANCE"
613,"PULSE"
614,"PULSE OXIMETRY"
615,"R ANE POC ABG PCO2"
616,"R CATHETER BALLOON SIZE"
617,"R CPOT TOTAL SCORE"
618,"R ESAS ANXIETY"
619,"R ESAS PAIN"
620,"R ESAS SHORTNESS OF BREATH"
621,"R RT (FEMALE ADULT) IDEAL BODY WEIGHT"
622,"R RT (MALE ADULT) IDEAL BODY WEIGHT"
623,"R Y CHEST TUBE OUTPUT 1 AND 2 V2"
624,"R Y CHEST TUBE SIZE 1"
625,"RAPID 3"
626,"REHAB AMB R QUICK DASH DISABILITY/SYMPTOM PRELIM SCORE"
627,"REHAB AMB R QUICK DASH DISABILITY/SYMPTOM SCORE"
628,"RELATIONS WITH OTHERS"
629,"RESP"
630,"RESPIRATIONS"
631,"RETIRED - OHSU IP R ATRIAL CAPTURE THRESHOLD MA"
632,"RETIRED - OHSU IP R ATRIAL SENSITIVITY THRESHOLD MV"
633,"RETIRED - OHSU IP R BLADDER IRRIGATION INPUT"
634,"RETIRED - OHSU IP R CATHETER OUT MEASUREMENT"
635,"RETIRED - OHSU IP R CENTRAL LINE FRENCH"
636,"RETIRED - OHSU IP R CENTRAL LINE MEASUREMENT"
637,"RETIRED - OHSU IP R CENTRAL LINE SALINE"
638,"RETIRED - OHSU IP R CHEST TUBE OUTPUT"
639,"RETIRED - OHSU IP R CM EXPOSED"
640,"RETIRED - OHSU IP R CM EXPOSED - IV TEAM ONLY"
641,"RETIRED - OHSU IP R CM EXPOSED CVC"
642,"RETIRED - OHSU IP R CRRT ACCESS PRESSURE 2"
643,"RETIRED - OHSU IP R CRRT EFFLUENT PRESSURE 2"
644,"RETIRED - OHSU IP R CRRT FILTER PRESSURE 2"
645,"RETIRED - OHSU IP R CRRT PRESSURE DROP"
646,"RETIRED - OHSU IP R CRRT PT. FLUID REMOVAL (ACTUAL)"
647,"RETIRED - OHSU IP R CRRT RETURN PRESSURE 2"
648,"RETIRED - OHSU IP R CRRT ULTRAFILTRATE"
649,"RETIRED - OHSU IP R CSF OUTPUT"
650,"RETIRED - OHSU IP R CT CM H2O SUCTION"
651,"RETIRED - OHSU IP R DIALYSATE"
652,"RETIRED - OHSU IP R EFFLUENT.2"
653,"RETIRED - OHSU IP R EPIDURAL ATTEMPTS"
654,"RETIRED - OHSU IP R EPIDURAL BASAL RATE  VOLUME"
655,"RETIRED - OHSU IP R EPIDURAL CLINICIAN BOLUS"
656,"RETIRED - OHSU IP R EPIDURAL DOSE"
657,"RETIRED - OHSU IP R EPIDURAL LOCKOUT"
658,"RETIRED - OHSU IP R EPIDURAL VOLUME INFUSED"
659,"RETIRED - OHSU IP R EPIDURAL VOLUME REMAINING"
660,"RETIRED - OHSU IP R FREE WATER IN"
661,"RETIRED - OHSU IP R HEARTMATE II DOPPLER PRESSURE"
662,"RETIRED - OHSU IP R I/O REPLACEMENT (POST)"
663,"RETIRED - OHSU IP R INTAKE TUBE FEED"
664,"RETIRED - OHSU IP R LDA ART LINE BLOOD DRAWN VOLUME"
665,"RETIRED - OHSU IP R LDA ART LINE SALINE FLUSH VOLUME"
666,"RETIRED - OHSU IP R LDA EXT PACEMAKER ATRIA OUTPUT MA"
667,"RETIRED - OHSU IP R LDA EXT PACEMAKER ATRIA SENSITIVITY MV"
668,"RETIRED - OHSU IP R LDA EXT PACEMAKER VENTRICLE OUTPUT MA"
669,"RETIRED - OHSU IP R LDA EXT PACEMAKER VENTRICLE SENSITIVITY MV"
670,"RETIRED - OHSU IP R LDA GASTRIC TUBE OTHER INPUT"
671,"RETIRED - OHSU IP R LDA PA CATHETER CM TO HUB"
672,"RETIRED - OHSU IP R LDA PA CATHETER FLUSH VOLUME"
673,"RETIRED - OHSU IP R LDA PICC FLUSH VOLUME"
674,"RETIRED - OHSU IP R LDA SHEATH BLOOD DRAWN VOLUME"
675,"RETIRED - OHSU IP R LDA SHEATH SALINE FLUSH VOLUME"
676,"RETIRED - OHSU IP R NGT OUTPUT"
677,"RETIRED - OHSU IP R OSTOMY OUTPUT"
678,"RETIRED - OHSU IP R PBP (CITRATE)"
679,"RETIRED - OHSU IP R PBP (REPLACEMENT)"
680,"RETIRED - OHSU IP R PERIPHERAL SALINE FLUSH"
681,"RETIRED - OHSU IP R PLACEMENT IN CM"
682,"RETIRED - OHSU IP R PORT HEPARIN FLUSH VOLUME"
683,"RETIRED - OHSU IP R PORT SALINE FLUSH VOLUME"
684,"RETIRED - OHSU IP R RECTAL TUBE OUTPUT"
685,"RETIRED - OHSU IP R STRAIGHT CATH SIZE"
686,"RETIRED - OHSU IP R STRAIGHT CATH VOLUME"
687,"RETIRED - OHSU IP R TUBE FEED BOLUS"
688,"RETIRED - OHSU IP R TUBE FEED RATE"
689,"RETIRED - OHSU IP R TUBE FEED RESIDUALS"
690,"RETIRED - OHSU IP R URINARY DRAIN OUTPUT"
691,"RETIRED - OHSU IP R VENTRICULAR CAPTURE THRESHOLD MA"
692,"RETIRED - OHSU IP R VENTRICULAR SENSITIVITY SENSITIVITY MV"
693,"RETIRED - OHSU IP R WOUND DRAINOUTPUT"
694,"RETIRED - OHSU IP R WOUND IRRIGATION INPUT"
695,"RETIRED-OHSU IP R NUMBER OF ASSISTERS"
696,"RIGHT NOW"
697,"SAO2"
698,"SATURDAY (MG)"
699,"SEXUAL ACTIVITY"
700,"SLEEP"
701,"SUNDAY (MG)"
702,"THOUGHTS YOU WOULD BE BETTER OFF DEAD OR OF HURTING YOURSELF IN SOME WAY"
703,"THURSDAY (MG)"
704,"TODAY'S DOSE (MG)"
705,"TOTAL SCORE"
706,"TROUBLE CONCENTRATING ON THINGS, E.G. READING NEWSPAPER OR WATCHING T.V."
707,"TROUBLE FALLING/STAYING ASLEEP, SLEEPING TOO MUCH"
708,"TUESDAY (MG)"
709,"URINE OUTPUT"
710,"WALKING ABILITY"
711,"WEDNESDAY (MG)"
712,"WEEKLY TOTAL"
713,"WORST IN 24 HOURS"
